,Compound ID,InChIKey,SMILES,logS,logP,MW,smi
102,C9434,UIMBFBNFXCWIGG-UHFFFAOYSA-L,CC[N+](CCOCC[N+]1(CC)CCCC1)(CC)CC.[Br-].[Br-],0.364229834,-3.5232,432.278,C C [N+] ( C C O C C [N+] 1 ( C C ) C C C C 1 ) ( C C ) C C . [Br-] . [Br-]
103,C5359,QBLFYKYECNTDCF-UHFFFAOYSA-N,CN(CCC(c1cccc2c1cccc2)(C(=O)N)C)C,-3.1287720969999997,3.2348,270.369,C N ( C C C ( c 1 c c c c 2 c 1 c c c c 2 ) ( C ( = O ) N ) C ) C
104,C4014,XCGOOGLJHMKVRE-UHFFFAOYSA-N,OC(=O)C(c1ccc2c(c1)nc(s2)c1ccccc1)C,-4.10401069,4.1514,283.345,O C ( = O ) C ( c 1 c c c 2 c ( c 1 ) n c ( s 2 ) c 1 c c c c c 1 ) C
105,C9113,YLXIPWWIOISBDD-NDAAPVSOSA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.CNC[C@@H](c1ccc(c(c1)O)O)O,4.8209799999999994e-05,-1.3811,333.291,O [C@H] ( [C@H] ( C ( = O ) O ) O ) C ( = O ) O . C N C [C@@H] ( c 1 c c c ( c ( c 1 ) O ) O ) O
106,C5960,RARQHAFNGNPQCZ-UHFFFAOYSA-N,Clc1ccc(cc1)OC(C(=O)OCc1cccnc1)(C)C,-2.743674845,3.6358,305.756,Cl c 1 c c c ( c c 1 ) O C ( C ( = O ) O C c 1 c c c n c 1 ) ( C ) C
107,C4816,GCLBGKOMNXDAFZ-QXMHVHEDSA-N,C=CCNC(=O)/C(=C(\c1ccccc1)/C)/C,-3.528215303,3.1731,215.291,C = C C N C ( = O ) / C ( = C ( \ c 1 c c c c c 1 ) / C ) / C
108,C7854,RDYPBOROVFITQX-UHFFFAOYSA-N,OCC(C(C(C(=O)NNCc1ccccc1)O)O)O,-1.488822351,-1.3358,270.282,O C C ( C ( C ( C ( = O ) N N C c 1 c c c c c 1 ) O ) O ) O
109,C300,VPGRYOFKCNULNK-ACXQXYJUSA-N,CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-4.630000099999998,4.2667,372.49800000000016,C C ( = O ) O C C ( = O ) [C@H] 1 C C [C@@H] 2 [C@] 1 ( C ) C C [C@H] 1 [C@H] 2 C C C 2 = C C ( = O ) C C [C@] 12 C
110,C9520,UMSBICJLRLBRSQ-UHFFFAOYSA-N,OS(=O)(=O)SCCNCC1CC1,0.443750916,1.9937,211.30200000000002,O S ( = O ) ( = O ) S C C N C C 1 C C 1
111,C6611,GHDJWZZXXNZUST-UHFFFAOYSA-N,CC[NH+](CCc1c[nH]c2c1cccc2)CC.[Cl-],-2.338295029,-1.3609,252.783,C C [NH+] ( C C c 1 c [nH] c 2 c 1 c c c c 2 ) C C . [Cl-]
112,C5561,LMEKQMALGUDUQG-UHFFFAOYSA-N,Cn1cnc(c1Sc1ncnc2c1[nH]cn2)[N+](=O)[O-],-3.007842695,1.669,277.263,C n 1 c n c ( c 1 S c 1 n c n c 2 c 1 [nH] c n 2 ) [N+] ( = O ) [O-]
113,C4362,YMVWGSQGCWCDGW-UHFFFAOYSA-N,CN(CCCNc1c2ccccc2nc2c1c(ccc2)[N+](=O)[O-])C,-3.8366576119999998,4.256,324.377,C N ( C C C N c 1 c 2 c c c c c 2 n c 2 c 1 c ( c c c 2 ) [N+] ( = O ) [O-] ) C
114,C9452,XRKACABSJZHNBA-UHFFFAOYSA-L,CC[N+](CCOCCC[N+](CC)(CC)CC)(C)C.[Br-].[Br-],0.3764674870000001,-3.6261,420.267,C C [N+] ( C C O C C C [N+] ( C C ) ( C C ) C C ) ( C ) C . [Br-] . [Br-]
115,C2829,NMJZLJAMPZSVAN-UHFFFAOYSA-N,O1CCN(CC1)CC1COC2(O1)c1ccccc1CCc1c2cccc1.OC(=O)C(=O)O,-5.312472584,1.8274,441.474,O 1 C C N ( C C 1 ) C C 1 C O C 2 ( O 1 ) c 1 c c c c c 1 C C c 1 c 2 c c c c 1 . O C ( = O ) C ( = O ) O
116,C5613,DMFIGDASQQYBJQ-UHFFFAOYSA-N,COc1ccc2c(c1)c(ccc2)C(CN1CCCCC1)O.Cl,-2.968570668,4.1076,321.842,C O c 1 c c c 2 c ( c 1 ) c ( c c c 2 ) C ( C N 1 C C C C C 1 ) O . Cl
117,C6352,JEAWPIKEEQZLJQ-UHFFFAOYSA-N,OC(c1nc2c([nH]1)cccc2)c1ccccc1,-2.5031849680000002,2.6446,224.25799999999998,O C ( c 1 n c 2 c ( [nH] 1 ) c c c c 2 ) c 1 c c c c c 1
118,C3089,WTBBQSREXFAQOR-UHFFFAOYSA-N,NS(=O)(=O)O.CCOC(=O)N(c1ccccc1)C(CN1CCC(CC1)(O)c1ccccc1)C,-5.00417833,4.4885,479.59,N S ( = O ) ( = O ) O . C C O C ( = O ) N ( c 1 c c c c c 1 ) C ( C N 1 C C C ( C C 1 ) ( O ) c 1 c c c c c 1 ) C
119,C6449,XANUSFXLDREZGY-ACAGNQJTSA-N,[O-][N+](=O)c1ccc(o1)/C=N\N1CC(=O)N(C1=O)CC(=O)OCC,-2.446420643,0.748,324.246,[O-] [N+] ( = O ) c 1 c c c ( o 1 ) / C = N \ N 1 C C ( = O ) N ( C 1 = O ) C C ( = O ) O C C
120,C853,HGCIXCUEYOPUTN-UHFFFAOYSA-N,C1CCC=CC1,-2.5899999,2.1166,82.1436,C 1 C C C = C C 1
121,C8661,KSPQDMRTZZYQLM-UHFFFAOYSA-N,OC(=O)CNC(=O)c1ccco1,-0.7271767929999999,0.4849,169.135,O C ( = O ) C N C ( = O ) c 1 c c c o 1
122,C6112,WZJMZKKLJRBDOL-UHFFFAOYSA-N,CCCNC(=O)OCC(COC(=O)N)(CC)C,-2.653489446,2.7254,246.303,C C C N C ( = O ) O C C ( C O C ( = O ) N ) ( C C ) C
123,C6424,CCGBIMUGLRDVOC-UHFFFAOYSA-N,COc1ccc(cc1)C(=O)CCN1CCCCC1.Cl,-2.45824931,3.4938,283.7940000000001,C O c 1 c c c ( c c 1 ) C ( = O ) C C N 1 C C C C C 1 . Cl
124,C2713,FRFKVIFCSZBCCB-UHFFFAOYSA-N,Cc1nc(nc(n1)N1CCCCC1)N1CCCCC1,-5.493498745,2.2906,261.366,C c 1 n c ( n c ( n 1 ) N 1 C C C C C 1 ) N 1 C C C C C 1
125,C4255,DUHUCHOQIDJXAT-CSXWOMMHSA-N,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C(=O)C[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,-3.915389399,3.7742,332.477,O [C@@H] 1 C C [C@] 2 ( [C@@H] ( C 1 ) C C [C@@H] 1 [C@@H] 2 C ( = O ) C [C@] 2 ( [C@H] 1 C C [C@@H] 2 C ( = O ) C ) C ) C
126,C5749,WIIZEEPFHXAUND-UHFFFAOYSA-N,COc1cc(cc(c1OC)OC)C(=O)NCc1ccc(cc1)OCCN(C)C.Cl,-2.8808974089999997,3.7757,424.918,C O c 1 c c ( c c ( c 1 O C ) O C ) C ( = O ) N C c 1 c c c ( c c 1 ) O C C N ( C ) C . Cl
127,C5868,FTLSQEOSDKCVOB-UHFFFAOYSA-N,CN1CCN(CC1)CC(=O)N1C(C)(C)CCCC1(C)C,-2.798113981,1.6172,281.437,C N 1 C C N ( C C 1 ) C C ( = O ) N 1 C ( C ) ( C ) C C C C 1 ( C ) C
128,C461,DNXHEGUUPJUMQT-CBZIJGRNSA-N,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C,-3.96,3.8174,270.366,O c 1 c c c 2 c ( c 1 ) C C [C@@H] 1 [C@@H] 2 C C [C@] 2 ( [C@H] 1 C C C 2 = O ) C
129,C3514,DGAIEPBNLOQYER-UHFFFAOYSA-N,COCC(=O)Nc1c(I)c(C(=O)NCC(CO)O)c(c(c1I)C(=O)N(CC(CO)O)C)I,-4.522576571,0.0574,791.112,C O C C ( = O ) N c 1 c ( I ) c ( C ( = O ) N C C ( C O ) O ) c ( c ( c 1 I ) C ( = O ) N ( C C ( C O ) O ) C ) I
130,C3706,XJSFLOJWULLJQS-NGVXBBESSA-N,O=CC[C@H]1C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@H](OC(=O)C[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)N(C)C)O[C@@H]1O[C@@H](C)[C@@H]([C@](C1)(C)O)OC(=O)CC(C)C)OC)OC(=O)C)C,-4.343192278,3.0134,827.995,O = C C [C@H] 1 C [C@@H] ( C ) [C@@H] ( O ) / C = C / C = C / C [C@H] ( O C ( = O ) C [C@H] ( [C@@H] ( [C@H] 1 O [C@@H] 1 O [C@H] ( C ) [C@H] ( [C@@H] ( [C@H] 1 O ) N ( C ) C ) O [C@@H] 1 O [C@@H] ( C ) [C@@H] ( [C@] ( C 1 ) ( C ) O ) O C ( = O ) C C ( C ) C ) O C ) O C ( = O ) C ) C
131,C7164,ZWIKMHMXRCCKQO-UHFFFAOYSA-N,CC(NC(=O)c1ccccc1O)C,-1.9862122969999998,1.9213,179.21599999999995,C C ( N C ( = O ) c 1 c c c c c 1 O ) C
132,C6334,IBWJXVVIEGGYGU-UHFFFAOYSA-N,Clc1ccc(cc1)N1C(=S)SC(C1=O)C,-2.515831385,3.1582,257.76,Cl c 1 c c c ( c c 1 ) N 1 C ( = S ) S C ( C 1 = O ) C
133,C5791,WROUIBGUWODUPA-UHFFFAOYSA-N,CCCC[NH2+]CC(=O)Nc1c(C)cccc1Cl.[Cl-],-2.855689199,-0.9726,291.217,C C C C [NH2+] C C ( = O ) N c 1 c ( C ) c c c c 1 Cl . [Cl-]
134,C1635,FOCAUTSVDIKZOP-UHFFFAOYSA-N,OC(=O)CCl,0.93000001,0.3098,94.49700000000001,O C ( = O ) C Cl
135,C1669,WSPOMRSOLSGNFJ-AUWJEWJLSA-N,CN(CC/C=C\1/c2ccccc2Sc2c1cc(Cl)cc2)C	,-6.75,5.188,315.86,C N ( C C / C = C \1/ c 2 c c c c c 2 S c 2 c 1 c c ( Cl ) c c 2 ) C
136,C8450,VUVPNTYTOUGMDG-UHFFFAOYSA-N,OCCNC(=S)NCC=C,-0.942306295,0.4106,160.237,O C C N C ( = S ) N C C = C
137,C2804,CIXDQQGMRYRUQA-JXMROGBWSA-N,CN(c1ccc(cc1)/C=C/c1ccnc2c1cccc2)C,-5.344910189,4.4712,274.36,C N ( c 1 c c c ( c c 1 ) / C = C / c 1 c c n c 2 c 1 c c c c 2 ) C
138,C5128,GCOXVMRWVAFFEE-UHFFFAOYSA-N,CCC(C1(CC=C)C(=O)NC(=S)NC1=O)C,-3.2908866110000004,1.7835,240.322,C C C ( C 1 ( C C = C ) C ( = O ) N C ( = S ) N C 1 = O ) C
139,C9903,LRZFEBJUJIQVDQ-UHFFFAOYSA-N,COC(=O)CN(C)C,0.9312651209999999,-0.27899999999999997,117.146,C O C ( = O ) C N ( C ) C
140,C1140,LQNUZADURLCDLV-UHFFFAOYSA-N,[O-][N+](=O)c1ccccc1,-1.8,2.1180000000000003,123.109,[O-] [N+] ( = O ) c 1 c c c c c 1
141,C520,PFEOZHBOMNWTJB-UHFFFAOYSA-N,CCC(CC)C,-3.6800001000000004,2.4425,86.1754,C C C ( C C ) C
142,C3646,AYDXAULLCROVIT-UHFFFAOYSA-N,CCC(c1ccc(cc1)N1Cc2c(C1=O)cccc2)C(=O)O,-4.390053717,3.4902,295.332,C C C ( c 1 c c c ( c c 1 ) N 1 C c 2 c ( C 1 = O ) c c c c 2 ) C ( = O ) O
143,C3396,LOIRYAMMDZIGOO-UHFFFAOYSA-N,CCCCCCSCCCCCCN1CCSC1.Cl,-4.634119043,5.6065000000000005,326.004,C C C C C C S C C C C C C N 1 C C S C 1 . Cl
144,C1077,NMRPBPVERJPACX-MRVPVSSYSA-N,CCCCC[C@@H](CC)O,-1.98,2.3376,130.22799999999998,C C C C C [C@@H] ( C C ) O
145,C1594,HWWYDZCSSYKIAD-UHFFFAOYSA-N,Cc1cncc(c1)C,0.38,1.6984,107.15299999999999,C c 1 c n c c ( c 1 ) C
146,C5305,ZBUVYROEHQQAKL-UHFFFAOYSA-N,CC(C(=O)c1ccc(cc1)C)CN1CCCCC1.Cl,-3.1599433789999996,4.0396,281.82099999999997,C C ( C ( = O ) c 1 c c c ( c c 1 ) C ) C N 1 C C C C C 1 . Cl
147,C2764,OEAROORILQLHRU-UHFFFAOYSA-N,COc1cc2c(cc1OC)CC[NH+](C2C(Cc1ccc(cc1)Cl)C)C.[Br-],-5.416360793,1.9211,440.80199999999996,C O c 1 c c 2 c ( c c 1 O C ) C C [NH+] ( C 2 C ( C c 1 c c c ( c c 1 ) Cl ) C ) C . [Br-]
148,C2535,RCYTWTBFGNSMQC-VHEBQXMUSA-N,CC1=NN(C(=O)C1/N=N/c1ccc(cc1)C(=O)O)c1ccccc1,-5.767141059,2.7604,322.318,C C 1 = N N ( C ( = O ) C 1/ N = N / c 1 c c c ( c c 1 ) C ( = O ) O ) c 1 c c c c c 1
149,C2039,UEGLUMKTWJPXEP-GBKTVRHWSA-N,OS(=O)(=O)O.Clc1ccc2c(c1)/C(=C\CCN1CCCC1)/c1c(S2)cccc1,-7.040277695,6.0881,439.976,O S ( = O ) ( = O ) O . Cl c 1 c c c 2 c ( c 1 ) / C ( = C \ C C N 1 C C C C 1 ) / c 1 c ( S 2 ) c c c c 1
150,C2751,OVBPIULPVIDEAO-LBPRGKRZSA-N,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(=O)nc([nH]2)N,-5.440716272,1.0003,441.397,O C ( = O ) C C [C@@H] ( C ( = O ) O ) N C ( = O ) c 1 c c c ( c c 1 ) N C c 1 c n c 2 c ( n 1 ) c ( = O ) n c ( [nH] 2 ) N
151,C2864,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,CNCCC=C1c2ccccc2CCc2c1cccc2,-5.269219539,4.2173,263.377,C N C C C = C 1 c 2 c c c c c 2 C C c 2 c 1 c c c c 2
152,C8668,KRVVZPXPQUPXJE-UHFFFAOYSA-N,CCn1c(=O)n(C)c2c(c1=O)n(C)cn2,-0.7189689159999999,-0.5464,208.217,C C n 1 c ( = O ) n ( C ) c 2 c ( c 1 = O ) n ( C ) c n 2
153,C3759,POBJFOWZTSZNQJ-UHFFFAOYSA-N,OCC1(COC(OC1)c1ccc(c(c1)OC)OC)Nc1nc(nc(n1)N1CC1)N1CC1,-4.281755328,0.6204000000000001,430.458,O C C 1 ( C O C ( O C 1 ) c 1 c c c ( c ( c 1 ) O C ) O C ) N c 1 n c ( n c ( n 1 ) N 1 C C 1 ) N 1 C C 1
154,C847,XKJCHHZQLQNZHY-UHFFFAOYSA-N,O=C1NC(=O)c2c1cccc2,-2.6099999,0.899,147.131,O = C 1 N C ( = O ) c 2 c 1 c c c c 2
155,C5684,YDQJFPLRVSPPGE-UHFFFAOYSA-N,CCCCCC(=O)c1ccc(cc1)N,-2.919928104,3.613,191.269,C C C C C C ( = O ) c 1 c c c ( c c 1 ) N
156,C8570,IPHNUCBDRMZDOH-ALUHPYBCSA-O,O=[NH+]/C=C/1\N(COC2CCCCCC2)C=C[NH+]1C.[Cl-],-0.8224015179999999,-1.8582,288.7940000000001,O = [NH+] / C = C /1\ N ( C O C 2 C C C C C C 2 ) C = C [NH+] 1 C . [Cl-]
157,C2012,JQIYNMYZKRGDFK-RUFWAXPRSA-N,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2OC(=O)CC)C,-7.133127968999999,5.1799,384.50800000000004,C C C ( = O ) O c 1 c c c 2 c ( c 1 ) C C [C@@H] 1 [C@@H] 2 C C [C@] 2 ( [C@H] 1 C C [C@@H] 2 O C ( = O ) C C ) C
158,C6664,NZQJDEJTKKTQOI-UHFFFAOYSA-N,CCN(C(C(C)(C)C)(C)C)C.Br,-2.301418497,3.7209,238.208,C C N ( C ( C ( C ) ( C ) C ) ( C ) C ) C . Br
159,C1279,PNPCRKVUWYDDST-UHFFFAOYSA-N,Nc1cccc(c1)Cl,-1.37,2.5034,127.572,N c 1 c c c c ( c 1 ) Cl
160,C4811,RHFVHKHSFGQHJO-UHFFFAOYSA-N,O=C1NCCC2(O1)CCN(CC2)CCCC(=O)c1ccc(cc1)Cl,-3.5322755789999998,3.5341,350.84,O = C 1 N C C C 2 ( O 1 ) C C N ( C C 2 ) C C C C ( = O ) c 1 c c c ( c c 1 ) Cl
161,C8063,JECMVFPDLRRCIS-UHFFFAOYSA-N,O=C(COc1ccc(cc1)F)OCC[NH+](C)C.[Cl-],-1.30372807,-3.1038,277.72,O = C ( C O c 1 c c c ( c c 1 ) F ) O C C [NH+] ( C ) C . [Cl-]
162,C8619,CAVQBDOACNULDN-KHFUBBAMSA-N,OS(=O)(=O)O.CN[C@H]([C@@H](c1ccccc1)O)C.CN[C@H]([C@@H](c1ccccc1)O)C,-0.777689387,3.8656,428.543,O S ( = O ) ( = O ) O . C N [C@H] ( [C@@H] ( c 1 c c c c c 1 ) O ) C . C N [C@H] ( [C@@H] ( c 1 c c c c c 1 ) O ) C
163,C6852,XYGXSCVUMIDZRR-UHFFFAOYSA-N,CCCCCC1(CC)C(=O)NC(=O)NC1=O,-2.1756615459999997,1.9867,226.27200000000002,C C C C C C 1 ( C C ) C ( = O ) N C ( = O ) N C 1 = O
164,C2465,LVZBMEOGPGFHKB-UHFFFAOYSA-N,CCCCCCCOc1ccc(cc1)NC(=O)OCC[NH+]1CCCCC1.[Cl-],-5.8897258720000005,2.2993,398.967,C C C C C C C O c 1 c c c ( c c 1 ) N C ( = O ) O C C [NH+] 1 C C C C C 1 . [Cl-]
165,C3595,NLBUEDSBXVNAPB-DFQSSKMNSA-N,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CC1,-4.448096413,3.7985,297.434,O c 1 c c c 2 c ( c 1 ) [C@] 13 C C C C [C@H] 3 [C@@H] ( C 2 ) N ( C C 1 ) C C 1 C C 1
166,C4236,BNQKBUOGDLGSFJ-UHFFFAOYSA-N,CCCN1CCC(C1)OC(=O)Nc1c(C)cccc1C,-3.9363566339999996,3.3471,276.374,C C C N 1 C C C ( C 1 ) O C ( = O ) N c 1 c ( C ) c c c c 1 C
167,C6648,OQDPVLVUJFGPGQ-UHFFFAOYSA-N,c1cnc(nc1)N1CCN(CC1)Cc1ccc2c(c1)OCO2,-2.313052822,1.5304,298.34,c 1 c n c ( n c 1 ) N 1 C C N ( C C 1 ) C c 1 c c c 2 c ( c 1 ) O C O 2
168,C2688,RHILVRBEZGPKBY-UHFFFAOYSA-N,OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(cc1)I)C,-5.515410161,4.2875,393.176,O C ( = O ) C ( c 1 c c c 2 c ( c 1 ) n c ( o 2 ) c 1 c c c ( c c 1 ) I ) C
169,C4741,SLHZPGCWJXXMAR-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(s1)c1scc(n1)CN1CCCCC1.Cl,-3.579381948,5.0288,345.86800000000005,[O-] [N+] ( = O ) c 1 c c c ( s 1 ) c 1 s c c ( n 1 ) C N 1 C C C C C 1 . Cl
170,C3562,MVXWWXUKRGWSLU-UHFFFAOYSA-N,CCCCOc1nc(OCCCC)cc(c1)C(=O)N[NH+](C)C.[Cl-],-4.474452406,-1.3764,345.865,C C C C O c 1 n c ( O C C C C ) c c ( c 1 ) C ( = O ) N [NH+] ( C ) C . [Cl-]
171,C5624,WCYZEFXIUWZKER-WLHGVMLRSA-N,NC1c2ccccc2C=Cc2c1cccn2.OC(=O)/C=C/C(=O)O,-2.963220451,3.0256,324.33099999999996,N C 1 c 2 c c c c c 2 C = C c 2 c 1 c c c n 2 . O C ( = O ) / C = C / C ( = O ) O
172,C561,ZDPHROOEEOARMN-UHFFFAOYSA-N,CCCCCCCCCCC(=O)O,-3.55,3.6018,186.291,C C C C C C C C C C C ( = O ) O
173,C1639,HRPVXLWXLXDGHG-UHFFFAOYSA-N,NC(=O)C=C,0.95999998,0.358,71.0779,N C ( = O ) C = C
174,C7433,HFXKQSZZZPGLKQ-UHFFFAOYSA-N,CNC(CC1CCCC1)C,-1.7913169530000002,2.5655,141.254,C N C ( C C 1 C C C C 1 ) C
175,C4753,MLHBDHJHNDJBLI-UHFFFAOYSA-N,CCN(C(CC(C)C)COC(=O)c1ccc(cc1)N)CC,-3.572804775,3.7633,292.416,C C N ( C ( C C ( C ) C ) C O C ( = O ) c 1 c c c ( c c 1 ) N ) C C
176,C4465,PXZAWHSJYIECNQ-UHFFFAOYSA-N,C1CN1P1(=NP(=NP(=N1)(N1CC1)N1CC1)(N1CC1)N1CC1)N1CC1,-3.7543994819999997,-0.3336,387.301,C 1 C N 1 P 1 ( = N P ( = N P ( = N 1 ) ( N 1 C C 1 ) N 1 C C 1 ) ( N 1 C C 1 ) N 1 C C 1 ) N 1 C C 1
177,C45,OPKYDBFRKPQCBS-UHFFFAOYSA-N,Clc1ccc(c(c1)c1ccc(c(c1Cl)Cl)Cl)Cl,-7.9099998,6.6206,326.433,Cl c 1 c c c ( c ( c 1 ) c 1 c c c ( c ( c 1 Cl ) Cl ) Cl ) Cl
178,C7089,TVSPPYGAFOVROT-UHFFFAOYSA-N,CCC(C(=O)O)Oc1ccccc1,-2.0419787169999997,1.9286,180.2,C C C ( C ( = O ) O ) O c 1 c c c c c 1
179,C2518,ZGVSETXHNHBTRK-UDJLNJFBSA-N,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@@H]3N4C[C@H](CC3)C)C)C2)C)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,-5.798990972,0.0931,868.059,O C [C@H] 1 O [C@@H] ( O [C@H] 2 C C [C@] 3 ( C ( = C C [C@@H] 4 [C@@H] 3 C C [C@] 3 ( [C@H] 4 C [C@H] 4 [C@@H] 3 [C@H] ( C ) [C@@H] 3 N 4 C [C@H] ( C C 3 ) C ) C ) C 2 ) C ) [C@@H] ( [C@H] ( [C@H] 1 O ) O [C@@H] 1 O [C@H] ( C O ) [C@H] ( [C@@H] ( [C@H] 1 O ) O ) O ) O [C@@H] 1 O [C@@H] ( C ) [C@@H] ( [C@H] ( [C@H] 1 O ) O ) O
180,C9870,KFLRWGSAMLBHBV-UHFFFAOYSA-M,[O-]C(=O)c1cccnc1.[Na+],0.83835354,-0.5549000000000001,145.091,[O-] C ( = O ) c 1 c c c n c 1 . [Na+]
181,C3379,FSWSKIYYIMFQIT-UHFFFAOYSA-N,CN(CCCC1(OC(c2c1cccc2)(C)C)c1ccccc1)C.Cl,-4.65247366,5.3393,345.906,C N ( C C C C 1 ( O C ( c 2 c 1 c c c c 2 ) ( C ) C ) c 1 c c c c c 1 ) C . Cl
182,C6137,KQPKPCNLIDLUMF-UHFFFAOYSA-N,CCCC(C1(CC=C)C(=O)NC(=O)NC1=O)C,-2.63673766,2.0087,238.283,C C C C ( C 1 ( C C = C ) C ( = O ) N C ( = O ) N C 1 = O ) C
183,C2422,BGXJPPYIDPNUQX-UHFFFAOYSA-N,OC(=O)C(=O)O.CCC(=O)N(c1ccccc1)C(CN1CCC(CC1)c1ccccc1)C.CCC(=O)N(c1ccccc1)C(CN1CCC(CC1)c1ccccc1)C,-5.975995472,8.4268,791.029,O C ( = O ) C ( = O ) O . C C C ( = O ) N ( c 1 c c c c c 1 ) C ( C N 1 C C C ( C C 1 ) c 1 c c c c c 1 ) C . C C C ( = O ) N ( c 1 c c c c c 1 ) C ( C N 1 C C C ( C C 1 ) c 1 c c c c c 1 ) C
184,C7510,HEILYJUNOUXHJQ-UHFFFAOYSA-N,OCC(COc1ccc(cc1)C)O,-1.731676935,0.727,182.21599999999998,O C C ( C O c 1 c c c ( c c 1 ) C ) O
185,C6936,SPWCVDCYIJQRPF-UHFFFAOYSA-N,CCNC(=O)OCC(COC(=O)N)(CC)C,-2.1330157069999998,2.3353,232.27700000000002,C C N C ( = O ) O C C ( C O C ( = O ) N ) ( C C ) C
186,C6728,VYOUHDLOIRJOSW-UHFFFAOYSA-N,CCCC[C-]1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1.[Na+],-2.2589200259999997,3.8761,330.356,C C C C [C-] 1 C ( = O ) N ( N ( C 1 = O ) c 1 c c c c c 1 ) c 1 c c c c c 1 . [Na+]
187,C1744,WWVAPFRKZMUPHZ-UHFFFAOYSA-N,O=C(Nc1c(I)cc(c(c1I)C(=O)O)I)CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(c(c1I)C(=O)O)I,-11.20897751,6.2804,1287.92,O = C ( N c 1 c ( I ) c c ( c ( c 1 I ) C ( = O ) O ) I ) C C O C C O C C O C C O C C C ( = O ) N c 1 c ( I ) c c ( c ( c 1 I ) C ( = O ) O ) I
188,C5971,SFLZPZAKIKUJKP-UHFFFAOYSA-N,CCOc1ccc(cc1)C(=O)OCCN(CC)CC.Cl,-2.7354420810000004,3.3859,301.809,C C O c 1 c c c ( c c 1 ) C ( = O ) O C C N ( C C ) C C . Cl
189,C3625,WWPRGAYLRGSOSU-UHFFFAOYSA-M,COC1C(OC(=O)N)C(O)C(OC1(C)C)Oc1ccc2c(c1C)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CC=C(C)C)[O-].[Na+],-4.411574548,4.8386,634.606,C O C 1 C ( O C ( = O ) N ) C ( O ) C ( O C 1 ( C ) C ) O c 1 c c c 2 c ( c 1 C ) o c ( = O ) c ( c 2 O ) N C ( = O ) c 1 c c c ( c ( c 1 ) C C = C ( C ) C ) [O-] . [Na+]
190,C8,PYZHTHZEHQHHEN-UHFFFAOYSA-N,Clc1ccc(c(c1)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,-8.9399996,7.9274,395.32300000000004,Cl c 1 c c c ( c ( c 1 ) c 1 c ( Cl ) c ( Cl ) c ( c ( c 1 Cl ) Cl ) Cl ) Cl
191,C6989,YKYVPFIBWVQZCE-UHFFFAOYSA-N,OC(=O)CCCOc1ccccc1,-2.094394015,1.9302,180.2,O C ( = O ) C C C O c 1 c c c c c 1
192,C2611,HVFCLQQFFYUROM-XJQFHKDFSA-N,COc1ccc(cc1[N+](=O)[O-])C(=O)CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Cl,-5.641406166,5.5134,472.961,C O c 1 c c c ( c c 1 [N+] ( = O ) [O-] ) C ( = O ) C N 1 C C [C@@] 23 [C@H] ( [C@H] 1 C c 1 c 3 c c ( c c 1 ) O ) C C C C 2 . Cl
193,C6321,QMTWOKBKQQYFPK-UHFFFAOYSA-N,CCCC(COC(=O)N)(COC(=O)NC=C)C,-2.522211407,2.8489999999999998,244.28799999999998,C C C C ( C O C ( = O ) N ) ( C O C ( = O ) N C = C ) C
194,C9790,BUXCUOWXTOKEMQ-UHFFFAOYSA-N,NCCc1ccn[nH]1.Cl.Cl,0.735031144,2.2152,184.067,N C C c 1 c c n [nH] 1 . Cl . Cl
