,Compound ID,InChIKey,SMILES,logS,logP,MW,smi
103,C3365,PVEPNJZYFVEYDT-UHFFFAOYSA-N,CN(CCC(c1ccccc1)C1CCCCC1)C.Cl,-4.667573165,5.1042,281.8640000000001,C N ( C C C ( c 1 c c c c c 1 ) C 1 C C C C C 1 ) C . Cl
104,C1162,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)O,-1.72,1.3101,180.157,C C ( = O ) O c 1 c c c c c 1 C ( = O ) O
105,C5127,XCWKEQWYRJVKOK-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)C1(OC1Cl)C(=O)N,-3.2921615810000002,2.9694000000000003,266.508,Cl c 1 c c c ( c ( c 1 ) Cl ) C 1 ( O C 1 Cl ) C ( = O ) N
106,C9146,VSYMNYNQYZDAPD-UHFFFAOYSA-N,O=C1C(=CC(=O)c2c1cccn2)NCCN1CCOCC1,0.057509497,0.5951000000000001,287.314,O = C 1 C ( = C C ( = O ) c 2 c 1 c c c n 2 ) N C C N 1 C C O C C 1
107,C4282,FFXJBGZEAHBHCF-UHFFFAOYSA-N,COP(=O)(Oc1ccc(c(c1)C(C)C)[N+](=O)[O-])OC,-3.894325673,4.0211,289.222,C O P ( = O ) ( O c 1 c c c ( c ( c 1 ) C ( C ) C ) [N+] ( = O ) [O-] ) O C
108,C4439,ROTHJTLQTAIBOO-TTWKNDKESA-N,COc1cc(/C=C/C(=O)CCN2CCN(CC2)c2ccccc2)cc(c1OC)OC.Cl.O,-3.76871563,4.2476,464.98199999999997,C O c 1 c c ( / C = C / C ( = O ) C C N 2 C C N ( C C 2 ) c 2 c c c c c 2 ) c c ( c 1 O C ) O C . Cl . O
109,C6307,YGCODSQDUUUKIV-UHFFFAOYSA-N,Clc1ccc2c(c1)nc(o2)N,-2.5321131230000002,2.6446,168.58,Cl c 1 c c c 2 c ( c 1 ) n c ( o 2 ) N
110,C4907,OXDSKEQSEGDAFN-UHFFFAOYSA-N,FC(S(=O)(=O)Nc1ccccc1)(F)F,-3.448040303,3.1019,225.188,F C ( S ( = O ) ( = O ) N c 1 c c c c c 1 ) ( F ) F
111,C8195,QQBPIHBUCMDKFG-GEEYTBSJSA-N,Nc1ccc(c(n1)N)/N=N/c1ccccc1.Cl,-1.196024897,4.6258,249.699,N c 1 c c c ( c ( n 1 ) N ) / N = N / c 1 c c c c c 1 . Cl
112,C3850,QIKOQLHSUDUZIY-UHFFFAOYSA-N,O=C(Cc1ccc(cc1)F)CCN1CCN2C(C1)CCc1c2cccc1.Cl.Cl,-4.207161899,5.0713,425.36699999999996,O = C ( C c 1 c c c ( c c 1 ) F ) C C N 1 C C N 2 C ( C 1 ) C C c 1 c 2 c c c c 1 . Cl . Cl
113,C8669,KGVVXUNDDIZWEL-UHFFFAOYSA-N,Nc1ccc2c(c1)nc(o2)N,-0.718787133,2.1546,149.15,N c 1 c c c 2 c ( c 1 ) n c ( o 2 ) N
114,C8898,WTUNGUOZHBRADH-UHFFFAOYSA-N,COP(=O)(SC)OC,-0.37620217100000003,1.7503000000000002,156.141,C O P ( = O ) ( S C ) O C
115,C2447,MAYVLFIUCRDJPJ-UHFFFAOYSA-N,C[NH+](CCCC1c2ccccc2C(c2c1cccc2)(C)C)C.[Cl-],-5.9207029129999995,0.3865,329.907,C [NH+] ( C C C C 1 c 2 c c c c c 2 C ( c 2 c 1 c c c c 2 ) ( C ) C ) C . [Cl-]
116,C912,HWGBHCRJGXAGEU-UHFFFAOYSA-N,Cc1cc(=O)[nH]c(=S)[nH]1,-2.4300001,0.7409,142.179,C c 1 c c ( = O ) [nH] c ( = S ) [nH] 1
117,C6851,BUCORZSTKDOEKQ-SDXDJHTJSA-N,C/N=C\1/CN(O)C(=c2c(=N1)ccc(c2)Cl)c1ccccc1,-2.175740787,1.2227,299.755,C / N = C \1/ C N ( O ) C ( = c 2 c ( = N 1 ) c c c ( c 2 ) Cl ) c 1 c c c c c 1
118,C531,YTZKOQUCBOVLHL-UHFFFAOYSA-N,CC(c1ccccc1)(C)C,-3.6600001000000004,2.9841,134.218,C C ( c 1 c c c c c 1 ) ( C ) C
119,C9851,YMDXZJFXQJVXBF-STHAYSLISA-N,C[C@@H]1O[C@@H]1P(=O)(O)O,0.80682944,-0.0911,138.059,C [C@@H] 1 O [C@@H] 1 P ( = O ) ( O ) O
120,C6866,VJKUPQSHOVKBCO-ZTYBEOBUSA-N,CC(=C)[C@@H]1C2OC(=O)C1[C@]1([C@]3([C@@H]2OC(=O)[C@]23C(C1)O2)C)O.O=C1OC2[C@H](C1[C@]1(O)C[C@@H]3[C@]4([C@@]1([C@@H]2OC4=O)C)O3)C(O)(C)C,-2.167237336,-0.9292,602.5830000000002,C C ( = C ) [C@@H] 1 C 2 O C ( = O ) C 1 [C@] 1 ( [C@] 3 ( [C@@H] 2 O C ( = O ) [C@] 23 C ( C 1 ) O 2 ) C ) O . O = C 1 O C 2 [C@H] ( C 1 [C@] 1 ( O ) C [C@@H] 3 [C@] 4 ( [C@@] 1 ( [C@@H] 2 O C 4 = O ) C ) O 3 ) C ( O ) ( C ) C
121,C3743,WPWZGEGFOHKFHG-UHFFFAOYSA-M,CC[N+](CCOC(=O)C1c2ccccc2Oc2c1cccc2)(CC)C.[Cl-],-4.3009064010000015,0.9578,375.889,C C [N+] ( C C O C ( = O ) C 1 c 2 c c c c c 2 O c 2 c 1 c c c c 2 ) ( C C ) C . [Cl-]
122,C3770,ZFULPIWVZQAEGU-RMZRELHQSA-N,COc1ccc(cc1)N1CCN(CC1)CCC(/C=C/c1cc(OC)c(c(c1)OC)OC)O.Cl.Cl,-4.272872369,4.9143,515.47,C O c 1 c c c ( c c 1 ) N 1 C C N ( C C 1 ) C C C ( / C = C / c 1 c c ( O C ) c ( c ( c 1 ) O C ) O C ) O . Cl . Cl
123,C2973,BIBTUTRXEHVQBZ-BTJKTKAUSA-N,O1CCN(CC1)CC1COC2(O1)c1ccccc1C=Cc1c2cccc1.OC(=O)/C=C\C(=O)O,-5.13900486,2.7688,465.495,O 1 C C N ( C C 1 ) C C 1 C O C 2 ( O 1 ) c 1 c c c c c 1 C = C c 1 c 2 c c c c 1 . O C ( = O ) / C = C \ C ( = O ) O
124,C4927,NKGDBNZWJKTIEF-UHFFFAOYSA-N,C[NH+](CCCC1(c2ccccc2)[NH+](C)Cc2c1cccc2)C.[Cl-].[Cl-],-3.437984704,-3.5396,367.356,C [NH+] ( C C C C 1 ( c 2 c c c c c 2 ) [NH+] ( C ) C c 2 c 1 c c c c 2 ) C . [Cl-] . [Cl-]
125,C1011,WTYGAUXICFETTC-UHFFFAOYSA-N,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,-2.1700001,1.9068,236.267,C C C 1 ( C 2 = C C C C C 2 ) C ( = O ) N C ( = O ) N C 1 = O
126,C7599,XYVDBMJJKIAKIK-UHFFFAOYSA-N,CCCCC(COC(=O)N)COC(=O)N,-1.664099101,2.384,218.25,C C C C C ( C O C ( = O ) N ) C O C ( = O ) N
127,C8043,YKRGDOXKVOZESV-WRJNSLSBSA-N,OC[C@H]1O[C@@H](O[C@@]23C[C@@H]4[C@@]3(COC(=O)c3ccccc3)[C@@H]3O[C@@]2(C)C[C@]4(O3)O)[C@@H]([C@H]([C@@H]1O)O)O,-1.319934824,-1.3575,480.462,O C [C@H] 1 O [C@@H] ( O [C@@] 23 C [C@@H] 4 [C@@] 3 ( C O C ( = O ) c 3 c c c c c 3 ) [C@@H] 3 O [C@@] 2 ( C ) C [C@] 4 ( O 3 ) O ) [C@@H] ( [C@H] ( [C@@H] 1 O ) O ) O
128,C2165,XQEPSRGXVQDHMK-FJUODKGNSA-N,CN(CC/C=C/1\c2ccccc2Sc2c1cc(Br)cc2)C.Cl,-6.5732340570000005,6.0991,396.772,C N ( C C / C = C /1\ c 2 c c c c c 2 S c 2 c 1 c c ( Br ) c c 2 ) C . Cl
129,C2836,UEECHQPWQHYEDE-UHFFFAOYSA-N,CC(COCC(N1CCCC1)CN(c1ccccc1)Cc1ccccc1)C.Cl.O,-5.300022335,5.5058,421.01599999999996,C C ( C O C C ( N 1 C C C C 1 ) C N ( c 1 c c c c c 1 ) C c 1 c c c c c 1 ) C . Cl . O
130,C3259,ZSCDBOWYZJWBIY-UHFFFAOYSA-N,CN(CC(CN1c2ccccc2CCc2c1cccc2)C)C,-4.787215978,4.186,294.434,C N ( C C ( C N 1 c 2 c c c c c 2 C C c 2 c 1 c c c c 2 ) C ) C
131,C2930,IRBYNKOJMGCYPA-UHFFFAOYSA-N,Ic1ccc(nc1)SCCCCCCN1CSCC1.Cl,-5.1887898560000005,5.0849,444.825,I c 1 c c c ( n c 1 ) S C C C C C C N 1 C S C C 1 . Cl
132,C810,IPWBFGUBXWMIPR-UHFFFAOYSA-N,Fc1ccccc1Br,-2.7,2.5882,174.998,F c 1 c c c c c 1 Br
133,C7027,NKGPJODWTZCHGF-KQYNXXCUSA-N,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH]cnc2=S,-2.071204277,-0.8996000000000001,284.2920000000001,O C [C@H] 1 O [C@H] ( [C@@H] ( [C@@H] 1 O ) O ) n 1 c n c 2 c 1 [nH] c n c 2 = S
134,C9649,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,OC[C@H]1O[C@H]([C@H]([C@@H]1O)O)n1ccc(nc1=O)N,0.613872211,-1.9818,243.217,O C [C@H] 1 O [C@H] ( [C@H] ( [C@@H] 1 O ) O ) n 1 c c c ( n c 1 = O ) N
135,C7000,WBDWTNWLWBQFJU-UHFFFAOYSA-N,COc1ccc(cc1)c1nc(N)nc(n1)N,-2.086503778,1.874,217.227,C O c 1 c c c ( c c 1 ) c 1 n c ( N ) n c ( n 1 ) N
136,C8429,GGNMTJKRHHLJHH-UHFFFAOYSA-N,COc1cc(cc(c1OC)OC)C(=O)N,-0.953661008,1.5116,211.215,C O c 1 c c ( c c ( c 1 O C ) O C ) C ( = O ) N
137,C8198,WLBDHRQPFMZSBF-UHFFFAOYSA-N,OCC(COc1ccc(cc1)C(=O)C)O,-1.195587826,0.6212,210.226,O C C ( C O c 1 c c c ( c c 1 ) C ( = O ) C ) O
138,C3301,CRWUUOBIPYBVKP-UHFFFAOYSA-M,ClCCN(c1cc(ccc1C)C(=O)[O-])CCCl.[Na+],-4.740419518,1.6425,298.14099999999996,Cl C C N ( c 1 c c ( c c c 1 C ) C ( = O ) [O-] ) C C Cl . [Na+]
139,C8560,FUXMIXDZSFCFJD-UHFFFAOYSA-N,CC(COc1ccc(cc1)[As](=O)(O)O)O,-0.835792819,-0.9928,276.118,C C ( C O c 1 c c c ( c c 1 ) [As] ( = O ) ( O ) O ) O
140,C6297,FKOFBBOQSMUYHD-UHFFFAOYSA-N,CCCC(N1CCCC1)Cc1ccccc1.Cl,-2.537048086,4.2335,253.81099999999998,C C C C ( N 1 C C C C 1 ) C c 1 c c c c c 1 . Cl
141,C9396,LPJSRZKKOQXIBO-UHFFFAOYSA-L,CC[N+](CCCCCCC[N+](CC)(CC)CC)(CC)CC.[Br-].[Br-],0.336880721,-1.3021,460.374,C C [N+] ( C C C C C C C [N+] ( C C ) ( C C ) C C ) ( C C ) C C . [Br-] . [Br-]
142,C3797,HWGAOXKGTHUMFZ-UHFFFAOYSA-N,N1CCNCC1.CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,-4.253645253999999,3.7546,394.51,N 1 C C N C C 1 . C C C C C 1 C ( = O ) N ( N ( C 1 = O ) c 1 c c c c c 1 ) c 1 c c c c c 1
143,C4601,BASJUFZPHMWLOH-UHFFFAOYSA-N,CCC(C1CCCC(C1)C)CNC(CSS(=O)(=O)O)C,-3.665410547,4.8247,323.515,C C C ( C 1 C C C C ( C 1 ) C ) C N C ( C S S ( = O ) ( = O ) O ) C
144,C563,JSRLURSZEMLAFO-UHFFFAOYSA-N,Brc1cccc(c1)Br,-3.54,3.2116,235.90400000000002,Br c 1 c c c c ( c 1 ) Br
145,C6385,CQMSOKCEWXQWON-FNORWQNLSA-N,C=CCOc1ccc(cc1OC)/C=C/C(=O)NO,-2.488178043,2.1695,249.263,C = C C O c 1 c c c ( c c 1 O C ) / C = C / C ( = O ) N O
146,C1160,CYNYIHKIEHGYOZ-UHFFFAOYSA-N,CCCBr,-1.73,1.7913,122.992,C C C Br
147,C9627,WQGWDDDVZFFDIG-UHFFFAOYSA-N,Oc1c(O)cccc1O,0.60425499,0.8034,126.11,O c 1 c ( O ) c c c c 1 O
148,C6646,DUJCNGWLFREXBE-UHFFFAOYSA-N,CC(CNC(Cc1ccc(cc1)Cl)(C)C)O,-2.3151967890000003,3.0224,241.757,C C ( C N C ( C c 1 c c c ( c c 1 ) Cl ) ( C ) C ) O
149,C7574,CZIMJLOHMKPSNF-UHFFFAOYSA-L,CC1CCC(N1/C=C/C=C/C=[N+]/1\C(C)CCC1C)C.CC1CCC(N1/C=C/C=C/C=[N+]/1\C(C)CCC1C)C.[Cl-].[Cl-].O.O.O,-1.6875966569999998,0.7749,647.803,C C 1 C C C ( N 1/ C = C / C = C / C = [N+] /1\ C ( C ) C C C 1 C ) C . C C 1 C C C ( N 1/ C = C / C = C / C = [N+] /1\ C ( C ) C C C 1 C ) C . [Cl-] . [Cl-] . O . O . O
150,C6228,ANFSNXAXVLRZCG-RSAXXLAASA-N,CN([C@H](Cc1ccccc1)C)Cc1ccccc1.Cl,-2.574338431,4.5516,275.816,C N ( [C@H] ( C c 1 c c c c c 1 ) C ) C c 1 c c c c c 1 . Cl
151,C5528,GSDXPNOJFAITBE-UHFFFAOYSA-N,COc1ccc(cc1)CN(c1nccs1)CCN(C)C.Cl,-3.0215484110000004,3.5219,327.8730000000001,C O c 1 c c c ( c c 1 ) C N ( c 1 n c c s 1 ) C C N ( C ) C . Cl
152,C8407,UZLYOWSQVRAOBL-UHFFFAOYSA-M,Oc1cccc(c1)C(=O)[O-].[Na+],-0.9739532609999999,-0.2443,160.10299999999995,O c 1 c c c c ( c 1 ) C ( = O ) [O-] . [Na+]
153,C1400,MQWCXKGKQLNYQG-LJGSYFOKSA-N,C[C@@H]1CC[C@H](CC1)O,-0.88,1.5574,114.185,C [C@@H] 1 C C [C@H] ( C C 1 ) O
154,C392,WVFBDVFCOCLEFM-UHFFFAOYSA-N,ClC(=CC(=C(Cl)Cl)Cl)Cl,-4.23,4.1909,226.31599999999997,Cl C ( = C C ( = C ( Cl ) Cl ) Cl ) Cl
155,C4572,YHRJYEJUZXLIEM-UHFFFAOYSA-N,CCN(CC(COc1c(ccc(c1C(=O)OC)C)C(C)C)O)CC,-3.680033172,2.9865,337.454,C C N ( C C ( C O c 1 c ( c c c ( c 1 C ( = O ) O C ) C ) C ( C ) C ) O ) C C
156,C2534,LQZPJQKYAOYUJS-UHFFFAOYSA-N,CCN(CCN1c2ccccc2Sc2c1cccc2)CC.Cl,-5.769810675,5.4981,334.907,C C N ( C C N 1 c 2 c c c c c 2 S c 2 c 1 c c c c 2 ) C C . Cl
157,C843,JLKIGFTWXXRPMT-UHFFFAOYSA-N,Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C,-2.6199999,3.1010000000000004,253.278,N c 1 c c c ( c c 1 ) S ( = O ) ( = O ) N c 1 n o c ( c 1 ) C
158,C9668,HPDZIFBLRDLGFA-UHFFFAOYSA-N,C[NH2+]C(C(c1ccc(c(c1)O)O)O)C.[Cl-],0.631356155,-3.2831,233.692,C [NH2+] C ( C ( c 1 c c c ( c ( c 1 ) O ) O ) O ) C . [Cl-]
159,C389,OSSQSXOTMIGBCF-UHFFFAOYSA-N,CCCCCCCC#C,-4.2399998,2.9801,124.223,C C C C C C C C # C
160,C2922,NZDASSHFKWDBBU-KVMCETHSSA-N,O=C(C(C(=O)Oc1ccccc1)c1ccccc1)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C,-5.193638041,2.3363,454.496,O = C ( C ( C ( = O ) O c 1 c c c c c 1 ) c 1 c c c c c 1 ) N [C@@H] 1 C ( = O ) N 2 [C@@H] 1 S C ( [C@@H] 2 C ( = O ) O ) ( C ) C
161,C1324,RCFRTWDBBMGLGK-UHFFFAOYSA-N,CCC1(C)C(=O)NC(=O)NC1=O,-1.23,0.4263,170.166,C C C 1 ( C ) C ( = O ) N C ( = O ) N C 1 = O
162,C779,DUEPRVBVGDRKAG-UHFFFAOYSA-N,CNC(=O)Oc1cccc2c1OC(C2)(C)C,-2.8,2.5092,221.252,C N C ( = O ) O c 1 c c c c 2 c 1 O C ( C 2 ) ( C ) C
163,C2586,CTVUQTJFCOUSCI-UHFFFAOYSA-N,CCCCN1CCC(CC1)(OC(=O)Cc1ccccc1)c1ccccc1.Cl,-5.680824996,5.3036,387.94300000000004,C C C C N 1 C C C ( C C 1 ) ( O C ( = O ) C c 1 c c c c c 1 ) c 1 c c c c c 1 . Cl
164,C6388,NUXWIIFYEUCZKQ-UHFFFAOYSA-N,CCCC(COC(=O)N)(COC(=O)NCC#C)C,-2.486545718,2.3387,256.298,C C C C ( C O C ( = O ) N ) ( C O C ( = O ) N C C # C ) C
165,C1687,AQHHHDLHHXJYJD-UHFFFAOYSA-N,OC(COc1cccc2c1cccc2)CNC(C)C	,-3.49,2.9684,259.343,O C ( C O c 1 c c c c 2 c 1 c c c c 2 ) C N C ( C ) C
166,C7638,DIAKBGLNNAQLNA-UHFFFAOYSA-N,CCCC(C(CO)CO)C,-1.6348367819999998,1.0234,146.227,C C C C ( C ( C O ) C O ) C
167,C798,CJNZAXGUTKBIHP-UHFFFAOYSA-N,OC(=O)c1ccccc1I,-2.73,1.9894,248.018,O C ( = O ) c 1 c c c c c 1 I
168,C3399,ULSUXBXHSYSGDT-UHFFFAOYSA-N,COc1ccc(cc1)c1cc(=O)c2c(o1)c(OC)c(c(c2OC)OC)OC,-4.631458919,3.503,372.369,C O c 1 c c c ( c c 1 ) c 1 c c ( = O ) c 2 c ( o 1 ) c ( O C ) c ( c ( c 2 O C ) O C ) O C
169,C7269,MOUAPRKJJUXEIE-UHFFFAOYSA-N,Clc1ccc(cc1)N1C(=NC(=NC1(C)C)N)N.Cl,-1.915589749,2.6643,288.176,Cl c 1 c c c ( c c 1 ) N 1 C ( = N C ( = N C 1 ( C ) C ) N ) N . Cl
170,C4672,XOTGIMIAOGYFEM-UHFFFAOYSA-N,CCCNC(=O)OCC(c1ccccc1)(COC(=O)N)C,-3.623147512,3.267,294.346,C C C N C ( = O ) O C C ( c 1 c c c c c 1 ) ( C O C ( = O ) N ) C
171,C3137,ZOMBFZRWMLIDPX-UHFFFAOYSA-N,CCN1CC(C(C1=O)(c1ccccc1)c1ccccc1)CCN1CCOCC1.Cl.O,-4.936639147,3.7868,432.983,C C N 1 C C ( C ( C 1 = O ) ( c 1 c c c c c 1 ) c 1 c c c c c 1 ) C C N 1 C C O C C 1 . Cl . O
172,C4646,SNEUTJSIVTXGAK-JVFQMWRPSA-N,CCN(CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2)CC.Cl,-3.6431147439999996,4.5323,378.97900000000004,C C N ( C C N 1 C C [C@@] 23 [C@H] ( [C@H] 1 C c 1 c 3 c c ( c c 1 ) O ) C C C C 2 ) C C . Cl
173,C690,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,CCc1ccc(cc1)C,-3.1099999,2.5574,120.19200000000001,C C c 1 c c c ( c c 1 ) C
174,C5201,UEKGKTSCDCCRKX-UHFFFAOYSA-N,Cc1n(C)c(=O)n(c(=O)c1Br)C1CCCC1,-3.238011335,1.733,287.153,C c 1 n ( C ) c ( = O ) n ( c ( = O ) c 1 Br ) C 1 C C C C 1
175,C8746,DBIYVUUUZVZMQD-UHFFFAOYSA-N,CCC(C(c1ccccc1)O)[NH2+]C.[Cl-],-0.5841560889999999,-2.3042,215.72,C C C ( C ( c 1 c c c c c 1 ) O ) [NH2+] C . [Cl-]
176,C2802,YVBOFDGPWVOQBW-UHFFFAOYSA-N,O=C(c1ccccc1)NC(c1ccccc1)CCN1CCCCC1.Cl,-5.345470543999999,5.1645,358.905,O = C ( c 1 c c c c c 1 ) N C ( c 1 c c c c c 1 ) C C N 1 C C C C C 1 . Cl
177,C9451,KWOZLQNORHAQOY-UHFFFAOYSA-L,CCC[N+](CCOCC[N+](CC)(C)C)(CC)CC.[Br-].[Br-],0.3764674870000001,-3.6261,420.267,C C C [N+] ( C C O C C [N+] ( C C ) ( C ) C ) ( C C ) C C . [Br-] . [Br-]
178,C6597,DRVXIPMHENHGQH-UHFFFAOYSA-N,CCOc1ccc(cc1OC)Cc1cnc(nc1N)N,-2.345543176,2.8015,274.318,C C O c 1 c c c ( c c 1 O C ) C c 1 c n c ( n c 1 N ) N
179,C4489,SSGLLHWEINBKAA-UHFFFAOYSA-N,CCC(c1ccccc1)(C(=O)N)CCN1CCCCC1,-3.734246236,3.3339,274.401,C C C ( c 1 c c c c c 1 ) ( C ( = O ) N ) C C N 1 C C C C C 1
180,C6499,IFKQSCSWOTVYMY-UHFFFAOYSA-N,COc1cc(CC/N=C(/CSS(=O)(=O)O)\N)ccc1OC,-2.4136830519999997,2.9206000000000003,334.412,C O c 1 c c ( C C / N = C ( / C S S ( = O ) ( = O ) O ) \ N ) c c c 1 O C
181,C2769,XVDWCNBDFUXCCB-UHFFFAOYSA-N,CNCCCC1(CC(c2c1cccc2)(C)C)c1ccccc1.Cl,-5.41118813,5.8465,329.907,C N C C C C 1 ( C C ( c 2 c 1 c c c c 2 ) ( C ) C ) c 1 c c c c c 1 . Cl
182,C1780,GUPWKIBOCFKLBR-UHFFFAOYSA-M,CCOc1cc(C[N+]2(CCCCC2)CCOCCC2CCC3CC2C3(C)C)c(cc1OCC)Br.[Br-],-9.498385828,4.189,617.496,C C O c 1 c c ( C [N+] 2 ( C C C C C 2 ) C C O C C C 2 C C C 3 C C 2 C 3 ( C ) C ) c ( c c 1 O C C ) Br . [Br-]
183,C8051,ODKNJVUHOIMIIZ-RRKCRQDMSA-N,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(F)c(=O)[nH]c1=O,-1.315730503,-1.6836,246.192,O C [C@H] 1 O [C@H] ( C [C@@H] 1 O ) n 1 c c ( F ) c ( = O ) [nH] c 1 = O
184,C1817,OWUWCULIKLLRIP-UHFFFAOYSA-N,CCOc1nc(ncc1C(=O)OCC)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1.Cl,-8.882266484,6.4036,587.151,C C O c 1 n c ( n c c 1 C ( = O ) O C C ) N 1 C C N ( C C 1 ) C C C ( c 1 c c c c c 1 ) ( c 1 c c c c c 1 ) c 1 c c c c c 1 . Cl
185,C3146,AZVASGSKQTWFCU-UHFFFAOYSA-N,CNCCCC1(CC(c2c1cccc2)C)c1ccccc1.Cl,-4.923187667,5.6724,315.88,C N C C C C 1 ( C C ( c 2 c 1 c c c c 2 ) C ) c 1 c c c c c 1 . Cl
186,C4999,IMWZZHHPURKASS-UHFFFAOYSA-N,O=C1NCC(O1)COc1cc(C)cc(c1)C,-3.387192015,2.1194,221.252,O = C 1 N C C ( O 1 ) C O c 1 c c ( C ) c c ( c 1 ) C
187,C9479,SCRFQUYFINSIFB-UHFFFAOYSA-L,CC[N+](CCCCCCC[N+](CC)(C)C)(C)C.[Br-].[Br-],0.393323125,-2.8625,404.26800000000003,C C [N+] ( C C C C C C C [N+] ( C C ) ( C ) C ) ( C ) C . [Br-] . [Br-]
188,C6602,RYAPRJDMWXYXKI-UHFFFAOYSA-N,COc1cc(Cc2cnc(nc2N)N)cc(c1C(=O)C)OC,-2.344400907,2.614,302.328,C O c 1 c c ( C c 2 c n c ( n c 2 N ) N ) c c ( c 1 C ( = O ) C ) O C
189,C1063,BJVVMKUXKQHWJK-ZETCQYMHSA-N,CC[C@@H](C1(CC=C)C(=O)NC(=O)NC1=O)C,-2.02,1.6186,224.25599999999997,C C [C@@H] ( C 1 ( C C = C ) C ( = O ) N C ( = O ) N C 1 = O ) C
190,C3303,AMETXLUKRWWYMK-UHFFFAOYSA-N,CCC(C(c1ccccc1)(c1ccccc1)CC[NH+]1CCOCC1)OC(=O)C.[Cl-],-4.739194296,1.1928,417.969,C C C ( C ( c 1 c c c c c 1 ) ( c 1 c c c c c 1 ) C C [NH+] 1 C C O C C 1 ) O C ( = O ) C . [Cl-]
191,C9810,OTCCIMWXFLJLIA-BYPYZUCNSA-N,OC(=O)C[C@@H](C(=O)O)NC(=O)C,0.756614655,-0.5587,175.139,O C ( = O ) C [C@@H] ( C ( = O ) O ) N C ( = O ) C
192,C4976,XTSOELQVDLSJFM-SQQLFYIASA-N,CN[C@@H]1CC[C@H](c2c1cccc2)c1ccccc1.Cl,-3.400013275,5.0657,273.8,C N [C@@H] 1 C C [C@H] ( c 2 c 1 c c c c 2 ) c 1 c c c c c 1 . Cl
193,C6957,KPHWPUGNDIVLNH-UHFFFAOYSA-M,[O-]C(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],-2.117891517,3.1024,318.13,[O-] C ( = O ) C c 1 c c c c c 1 N c 1 c ( Cl ) c c c c 1 Cl . [Na+]
194,C5792,DJIIKEYPSTUVKV-UHFFFAOYSA-N,NC(=O)C(c1cccc2c1cccc2)Cc1ccco1,-2.855555186,3.9447,265.307,N C ( = O ) C ( c 1 c c c c 2 c 1 c c c c 2 ) C c 1 c c c o 1
195,C468,COGWTYZJZRNZQG-UHFFFAOYSA-N,Nc1ccc2c(c1)N(C)C(=O)c1c(O2)ccc(c1)C,-3.9300001000000004,3.6057,254.28400000000002,N c 1 c c c 2 c ( c 1 ) N ( C ) C ( = O ) c 1 c ( O 2 ) c c c ( c 1 ) C
196,C9052,XWMWUNNOHGBMRT-UHFFFAOYSA-M,Cc1ccc(cc1)C(=O)Oc1cccc(c1)[N+](C)(C)C.[Br-],-0.117874335,0.4149000000000001,350.25,C c 1 c c c ( c c 1 ) C ( = O ) O c 1 c c c c ( c 1 ) [N+] ( C ) ( C ) C . [Br-]
197,C1111,TVDYTVXARUOWKL-XPUUQOCRSA-N,COC1=C(OC)C=C[C@@H]2[C@@H]1C(=O)OC2,-1.9,0.8498,196.2,C O C 1 = C ( O C ) C = C [C@@H] 2 [C@@H] 1 C ( = O ) O C 2
198,C2002,OMCKLQRQFUWZOA-UHFFFAOYSA-N,CCCC(COC(=O)NC(C(Cl)(Cl)Cl)O)(COC(=O)NC(C(Cl)(Cl)Cl)O)C,-7.15503222,4.4042,513.026,C C C C ( C O C ( = O ) N C ( C ( Cl ) ( Cl ) Cl ) O ) ( C O C ( = O ) N C ( C ( Cl ) ( Cl ) Cl ) O ) C
199,C9463,OUFWPBPWBBMQCV-UHFFFAOYSA-L,C[N+]1(CCC[n+]2ccc3c(c2)cccc3)CCCC1.[Br-].[Br-],0.38069689100000004,-3.2754,416.194,C [N+] 1 ( C C C [n+] 2 c c c 3 c ( c 2 ) c c c c 3 ) C C C C 1 . [Br-] . [Br-]
200,C2241,LOEQGPPJCCUXEJ-UHFFFAOYSA-N,CS(=O)(=O)O.CCN(CCNc1ccc(c2c1c(=O)c1c(s2)cccc1)CO)CC,-6.372397977,4.3185,452.587,C S ( = O ) ( = O ) O . C C N ( C C N c 1 c c c ( c 2 c 1 c ( = O ) c 1 c ( s 2 ) c c c c 1 ) C O ) C C
