,Compound ID,InChIKey,SMILES,logS,logP,MW,smi
1088,C1362,WSLDOOZREJYCGB-UHFFFAOYSA-N,ClCCCl,-1.0599999,1.464,98.9592,Cl C C Cl
1089,C5610,LEHGCEPMNDWJMX-QXMHVHEDSA-N,C#CCNC(=O)/C(=C(\c1ccccc1)/C)/C,-2.971015285,2.6203000000000003,213.275,C # C C N C ( = O ) / C ( = C ( \ c 1 c c c c c 1 ) / C ) / C
1090,C9687,ZEHGKSPCAMLJDC-UHFFFAOYSA-M,CC(=O)OCC[N+](C)(C)C.[Br-],0.645672547,-2.7403,226.111,C C ( = O ) O C C [N+] ( C ) ( C ) C . [Br-]
1091,C7069,FJLBFSROUSIWMA-UHFFFAOYSA-N,O=C(C(c1cccnc1)(C)C)c1cccnc1,-2.052529893,2.6371,226.274,O = C ( C ( c 1 c c c n c 1 ) ( C ) C ) c 1 c c c n c 1
1092,C797,WVQBLGZPHOPPFO-GFCCVEGCSA-N,COC[C@H](N(c1c(C)cccc1CC)C(=O)CCl)C,-2.73,3.1641,283.7940000000001,C O C [C@H] ( N ( c 1 c ( C ) c c c c 1 C C ) C ( = O ) C Cl ) C
1093,C8814,HPYYCONYZSKTMH-UHFFFAOYSA-N,OCC(COc1ccccc1N)O,-0.48842509799999995,0.5820000000000001,183.204,O C C ( C O c 1 c c c c c 1 N ) O
1094,C7301,XHJDNCYZCCVDGQ-UHFFFAOYSA-N,CCN(C(CC)(CC)C)C.Br,-1.88821049,3.4749,224.18200000000002,C C N ( C ( C C ) ( C C ) C ) C . Br
1095,C8774,YCIQUDDZPRNRMY-UHFFFAOYSA-N,[O-][n+]1onc(c1C(=O)N)C,-0.553260144,0.2107,143.101,[O-] [n+] 1 o n c ( c 1 C ( = O ) N ) C
1096,C4796,KEGGEHPMMDYTGB-UHFFFAOYSA-N,CC(c1ccc(c(c1O)C(C)C)C)C,-3.544411457,3.9474,192.297,C C ( c 1 c c c ( c ( c 1 O ) C ( C ) C ) C ) C
1097,C4037,BULQNWJGGGMADX-UHFFFAOYSA-N,CC(C(c1cccc2c1cccc2)(C(=O)N)CCN1CCOCC1)C,-4.083368717,3.5794,340.459,C C ( C ( c 1 c c c c 2 c 1 c c c c 2 ) ( C ( = O ) N ) C C N 1 C C O C C 1 ) C
1098,C1073,UMKXSOXZAXIOPJ-UHFFFAOYSA-N,Oc1ccc2c(c1)CCCC2,-1.99,2.271,148.202,O c 1 c c c 2 c ( c 1 ) C C C C 2
1099,C5999,XDTNOYLBDDCJSK-UHFFFAOYSA-N,NC1=NC(N(C(=N1)N)OCc1ccc(c(c1)Cl)Cl)(C)C,-2.7153253439999996,2.3158,316.186,N C 1 = N C ( N ( C ( = N 1 ) N ) O C c 1 c c c ( c ( c 1 ) Cl ) Cl ) ( C ) C
1100,C8102,DKPDJFHVGNUHSL-UHFFFAOYSA-N,OCCOc1ccc(cc1C(=O)N)Br,-1.268990626,1.6194000000000002,260.085,O C C O c 1 c c c ( c c 1 C ( = O ) N ) Br
1101,C7719,UGFMJBRXTRUGJC-UHFFFAOYSA-N,CN1C(=O)C(c2ccccc2)C(=O)N(C1=O)C,-1.584898214,0.6964,232.235,C N 1 C ( = O ) C ( c 2 c c c c c 2 ) C ( = O ) N ( C 1 = O ) C
1102,C4171,SJCRQMUYEQHNTC-UHFFFAOYSA-N,OC(=O)Cc1cc(n(c1C)c1ccc(cc1)Cl)C,-3.9888169380000003,3.3746,263.719,O C ( = O ) C c 1 c c ( n ( c 1 C ) c 1 c c c ( c c 1 ) Cl ) C
1103,C8972,YUJCWMGBRDBPDL-UHFFFAOYSA-N,O=C1NC(=O)CC(C1)(C)C,-0.257091381,0.778,141.168,O = C 1 N C ( = O ) C C ( C 1 ) ( C ) C
1104,C2951,CGDSFZBQGDHARN-UHFFFAOYSA-N,OC(=O)C(=O)O.CCC(=O)N(CC(N1CCC(CC1)(O)c1ccccc1)C)Cc1ccccc1.CCC(=O)N(CC(N1CCC(CC1)(O)c1ccccc1)C)Cc1ccccc1,-5.160602254,6.626,851.081,O C ( = O ) C ( = O ) O . C C C ( = O ) N ( C C ( N 1 C C C ( C C 1 ) ( O ) c 1 c c c c c 1 ) C ) C c 1 c c c c c 1 . C C C ( = O ) N ( C C ( N 1 C C C ( C C 1 ) ( O ) c 1 c c c c c 1 ) C ) C c 1 c c c c c 1
1105,C1220,CETWDUZRCINIHU-SSDOTTSWSA-N,CCCCC[C@H](O)C,-1.55,1.9475,116.20100000000001,C C C C C [C@H] ( O ) C
1106,C1895,OYTINQKRJLYRPF-UHFFFAOYSA-N,Brc1ccc(cc1)CNCC1CCC(CC1)CNCc1ccc(cc1)Br.Cl.Cl,-7.899652518,8.2832,553.201,Br c 1 c c c ( c c 1 ) C N C C 1 C C C ( C C 1 ) C N C c 1 c c c ( c c 1 ) Br . Cl . Cl
1107,C82,SDOJHDGZFOGOFD-UHFFFAOYSA-N,Cc1c2ccccc2c2c(c1C)c1ccccc1cc2,-7.0100002,5.763,256.341,C c 1 c 2 c c c c c 2 c 2 c ( c 1 C ) c 1 c c c c c 1 c c 2
1108,C3056,SEWMINUMBBPFPX-UHFFFAOYSA-N,COP(=S)(Oc1cc(C)c(c(c1)C)[N+](=O)[O-])OC,-5.03646729,4.2815,291.26099999999997,C O P ( = S ) ( O c 1 c c ( C ) c ( c ( c 1 ) C ) [N+] ( = O ) [O-] ) O C
1109,C9090,KOLZZKRWBHRCBJ-UHFFFAOYSA-N,NCCCCCF,-0.043197109000000004,1.7852,105.154,N C C C C C F
1110,C6230,REOJLIXKJWXUGB-UHFFFAOYSA-N,CCCCC1C(=O)NN(C1=O)c1ccccc1,-2.573765855,2.2646,232.278,C C C C C 1 C ( = O ) N N ( C 1 = O ) c 1 c c c c c 1
1111,C4838,NGXZRVUMBBHGBE-UHFFFAOYSA-N,CCC1(CCC(C)C)C(=O)NC(=S)NC1=O,-3.513138772,2.0075,242.338,C C C 1 ( C C C ( C ) C ) C ( = O ) N C ( = S ) N C 1 = O
1112,C4367,UZQWAYFXMZILIT-UHFFFAOYSA-N,O=C(Nc1ccc(cc1)[N+](=O)[O-])CN1CCCCC1,-3.833746109,2.5533,263.29200000000003,O = C ( N c 1 c c c ( c c 1 ) [N+] ( = O ) [O-] ) C N 1 C C C C C 1
1113,C3918,ABVVEAHYODGCLZ-UHFFFAOYSA-N,CCCCCCCCCCCCCN,-4.161699215,4.9564,199.37599999999998,C C C C C C C C C C C C C N
1114,C7617,WVCHIGAIXREVNS-UHFFFAOYSA-N,O=C1C=C(O)c2c(C1=O)cccc2,-1.650428486,1.3509,174.153,O = C 1 C = C ( O ) c 2 c ( C 1 = O ) c c c c 2
1115,C2433,POYVBLZDHNJRJS-UHFFFAOYSA-N,CCCCCCCCOc1cccc(c1)NC(=O)OCC[NH+]1CCCCC1.[Cl-],-5.947656278999999,2.6894,412.994,C C C C C C C C O c 1 c c c c ( c 1 ) N C ( = O ) O C C [NH+] 1 C C C C C 1 . [Cl-]
1116,C1303,HXVNBWAKAOHACI-UHFFFAOYSA-N,CC(C(=O)C(C)C)C,-1.3,1.8675,114.185,C C ( C ( = O ) C ( C ) C ) C
1117,C4492,PUIXISQSCVEHKU-FVWCLLPLSA-N,O=C1C[C@@H]2OCC=C3[C@H]4[C@@H]2[C@@H]2N1c1ccc(cc1[C@]12CCN([C@H]1C4)C3)[N+](=O)[O-],-3.731111358,2.5268,379.409,O = C 1 C [C@@H] 2 O C C = C 3 [C@H] 4 [C@@H] 2 [C@@H] 2 N 1 c 1 c c c ( c c 1 [C@] 12 C C N ( [C@H] 1 C 4 ) C 3 ) [N+] ( = O ) [O-]
1118,C8604,FGOUNKZHBOQSNX-UHFFFAOYSA-N,CCCCN1CCC(CC1)(O)Cc1ccccn1.Cl.Cl,-0.786732512,3.793,321.286,C C C C N 1 C C C ( C C 1 ) ( O ) C c 1 c c c c n 1 . Cl . Cl
1119,C5797,GLKVEFVFCAAAQK-UHFFFAOYSA-N,CCCC([NH+](CC)CC)CCC.[Cl-],-2.852233431,-1.1161,207.78400000000002,C C C C ( [NH+] ( C C ) C C ) C C C . [Cl-]
1120,C8567,NYMGNSNKLVNMIA-UHFFFAOYSA-N,CC(NNC(=O)c1ccncc1)C,-0.8247730940000001,1.5062,179.21900000000005,C C ( N N C ( = O ) c 1 c c n c c 1 ) C
1121,C4881,YXKTVDFXDRQTKV-HNNXBMFYSA-N,CN([C@H](Cc1ccccc1)C)Cc1ccccc1,-3.4743937469999997,3.7496,239.355,C N ( [C@H] ( C c 1 c c c c c 1 ) C ) C c 1 c c c c c 1
1122,C5975,PIFFQYJYNWXNGE-UHFFFAOYSA-N,CC(=O)c1c(O)cc(c(c1O)C(=O)C)O,-2.734890754,1.2086,210.183,C C ( = O ) c 1 c ( O ) c c ( c ( c 1 O ) C ( = O ) C ) O
1123,C7137,YBTVSGCNBZPRBD-UHFFFAOYSA-N,CC(=O)Nc1ccc(c(c1)O)C(=O)O,-2.008253185,1.1218,195.172,C C ( = O ) N c 1 c c c ( c ( c 1 ) O ) C ( = O ) O
1124,C8314,FQJXITFHANYMET-UHFFFAOYSA-N,CCCCCOCC(CO)O,-1.083023693,0.5464,162.227,C C C C C O C C ( C O ) O
1125,C6712,IRMGMLDQRYBJGV-UHFFFAOYSA-N,CCS(=O)c1ccc(cc1)OCC(CN1CCN(CC1)c1ccccc1)O.Cl.Cl,-2.267917765,4.8486,461.44599999999997,C C S ( = O ) c 1 c c c ( c c 1 ) O C C ( C N 1 C C N ( C C 1 ) c 1 c c c c c 1 ) O . Cl . Cl
1126,C7612,GDNKUULIIOQEJQ-UHFFFAOYSA-N,Brc1ccc(nc1)OCCCNCCSS(=O)(=O)O,-1.653755639,3.2103,371.27099999999996,Br c 1 c c c ( n c 1 ) O C C C N C C S S ( = O ) ( = O ) O
1127,C2738,NCCJZRNBNATXBI-UHFFFAOYSA-N,CN(CCCC1(OC(c2c1cc(Cl)cc2)(C)C)c1ccccc1)C.Cl,-5.449853077999999,5.9927,380.351,C N ( C C C C 1 ( O C ( c 2 c 1 c c ( Cl ) c c 2 ) ( C ) C ) c 1 c c c c c 1 ) C . Cl
1128,C2040,CIPKTKYIACDNOR-UHFFFAOYSA-N,CC(=CCN(CCC(c1cccc2c1cccc2)(C(=O)N)C)CC=C(C)C)C.Cl,-7.0394277339999975,6.7096,415.01099999999997,C C ( = C C N ( C C C ( c 1 c c c c 2 c 1 c c c c 2 ) ( C ( = O ) N ) C ) C C = C ( C ) C ) C . Cl
1129,C2033,GWEJBHPUPOEHFW-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1cccc(c1)C)CCBr,-7.060267847,4.8104,441.157,Br C C N ( c 1 c c c ( c c 1 ) O C ( = O ) c 1 c c c c ( c 1 ) C ) C C Br
1130,C870,DSRNRYQBBJQVCW-UHFFFAOYSA-N,COc1ccc(cc1Cl)NC(=O)N(C)C,-2.5599998999999998,2.5151,228.675,C O c 1 c c c ( c c 1 Cl ) N C ( = O ) N ( C ) C
1131,C6562,LEROTMJVBFSIMP-UHFFFAOYSA-N,CCC(C(COC(=O)N)(COC(=O)N)C)C,-2.366011817,2.63,232.27700000000002,C C C ( C ( C O C ( = O ) N ) ( C O C ( = O ) N ) C ) C
1132,C6013,VBLYWGDAYORRDM-UHFFFAOYSA-N,CCC1=NCCS1,-2.70732142,0.9773,115.197,C C C 1 = N C C S 1
1133,C3618,LMWQQUMMGGIGJQ-UHFFFAOYSA-N,CCCN(C(C(=O)Nc1c(C)cccc1C)CC)CC.Cl,-4.419833604,4.6274,312.878,C C C N ( C ( C ( = O ) N c 1 c ( C ) c c c c 1 C ) C C ) C C . Cl
1134,C1486,ULSIYEODSMZIPX-MRVPVSSYSA-N,NC[C@H](c1ccccc1)O,-0.47999999,1.379,137.179,N C [C@H] ( c 1 c c c c c 1 ) O
1135,C1228,AKCRQHGQIJBRMN-UHFFFAOYSA-N,Nc1ccccc1Cl,-1.52,2.5034,127.572,N c 1 c c c c c 1 Cl
1136,C6740,CSGBRIWXMBIKEM-UHFFFAOYSA-N,CCOc1cc(ccc1O)C(=O)N(CC)CC,-2.2514442669999997,2.2729,237.295,C C O c 1 c c ( c c c 1 O ) C ( = O ) N ( C C ) C C
1137,C6920,OBURDMXZDVFAKK-UHFFFAOYSA-N,Cn1c2nc([nH]c2c(=O)n(c1=O)C)C1CCC1,-2.14180958,0.2278,234.25400000000002,C n 1 c 2 n c ( [nH] c 2 c ( = O ) n ( c 1 = O ) C ) C 1 C C C 1
1138,C7832,NNGROHQONJXNMS-UHFFFAOYSA-N,COc1cccc(c1)CCCNCCSS(=O)(=O)O,-1.5085290219999998,3.2251,305.414,C O c 1 c c c c ( c 1 ) C C C N C C S S ( = O ) ( = O ) O
1139,C8510,VABTXEYLYWGJRB-UHFFFAOYSA-N,NC(=N)SCCSC(=N)N.Br.Br,-0.88814886,3.756,340.103,N C ( = N ) S C C S C ( = N ) N . Br . Br
1140,C5602,QJQNTWZWSVBFOK-UHFFFAOYSA-L,C[N+]1(CCCCC[N+]2(C)CCOCC2)CCOCC1.[Br-].[Br-],-2.9748604810000003,-4.9641,432.235,C [N+] 1 ( C C C C C [N+] 2 ( C ) C C O C C 2 ) C C O C C 1 . [Br-] . [Br-]
1141,C4016,JSNIFGPPGAINSG-UHFFFAOYSA-N,Clc1[nH]c2c(n1)n(C)c(=O)n(c2=O)C.CN1CCC(CC1)OC(c1ccccc1)c1ccccc1,-4.102202613999999,3.4384,496.001,Cl c 1 [nH] c 2 c ( n 1 ) n ( C ) c ( = O ) n ( c 2 = O ) C . C N 1 C C C ( C C 1 ) O C ( c 1 c c c c c 1 ) c 1 c c c c c 1
1142,C3085,NTLSVAIWZWNKNB-UHFFFAOYSA-N,Clc1ccccc1CNCCCCNCc1ccccc1Cl.Cl.Cl,-5.006618536,7.0388,410.209,Cl c 1 c c c c c 1 C N C C C C N C c 1 c c c c c 1 Cl . Cl . Cl
1143,C7511,SEHFUALWMUWDKS-UHFFFAOYSA-N,O=c1[nH]c(=O)c(c([nH]1)C(=O)O)F,-1.730757853,-1.0995,174.08700000000005,O = c 1 [nH] c ( = O ) c ( c ( [nH] 1 ) C ( = O ) O ) F
1144,C1304,SCYULBFZEHDVBN-UHFFFAOYSA-N,CC(Cl)Cl,-1.29,1.81,98.9592,C C ( Cl ) Cl
1145,C1429,VVQNEPGJFQJSBK-UHFFFAOYSA-N,COC(=O)C(=C)C,-0.80000001,0.7355,100.116,C O C ( = O ) C ( = C ) C
1146,C2114,VDNJCIPRRIYXKZ-UHFFFAOYSA-N,CN(C1CCC2(CC1)c1ccccc1CCc1c2cccc1)C.Cl,-6.770500322,5.3775,341.917,C N ( C 1 C C C 2 ( C C 1 ) c 1 c c c c c 1 C C c 1 c 2 c c c c 1 ) C . Cl
1147,C4490,HBWMWQGHLIWUTR-UHFFFAOYSA-N,ClCC[NH+](CCOc1ccc(cc1OC)CC=C)CC.[Cl-],-3.7331232310000004,-1.0499,334.281,Cl C C [NH+] ( C C O c 1 c c c ( c c 1 O C ) C C = C ) C C . [Cl-]
1148,C6085,WEAPVABOECTMGR-UHFFFAOYSA-N,CCOC(=O)C(OC(=O)C)(CC(=O)OCC)CC(=O)OCC,-2.665278203,0.7578,318.32,C C O C ( = O ) C ( O C ( = O ) C ) ( C C ( = O ) O C C ) C C ( = O ) O C C
1149,C8801,DYESHNNFAFXIKV-UHFFFAOYSA-N,OC(=O)C(=O)[O-].Oc1ccc2c(c1)c(CC[NH+](C)C)c[nH]2,-0.511193319,-1.6186,294.303,O C ( = O ) C ( = O ) [O-] . O c 1 c c c 2 c ( c 1 ) c ( C C [NH+] ( C ) C ) c [nH] 2
1150,C1516,RAIPHJJURHTUIC-UHFFFAOYSA-N,Nc1nccs1,-0.36000001,1.3065,100.14200000000001,N c 1 n c c s 1
1151,C298,CWRYPZZKDGJXCA-UHFFFAOYSA-N,c1cc2cccc3c2c(c1)CC3,-4.630000099999998,2.9384,154.208,c 1 c c 2 c c c c 3 c 2 c ( c 1 ) C C 3
1152,C990,XYWDPYKBIRQXQS-UHFFFAOYSA-N,CC(SC(C)C)C,-2.24,2.5364,118.24,C C ( S C ( C ) C ) C
1153,C181,QXAITBQSYVNQDR-ZIOPAAQOSA-N,CN(/C=N/c1ccc(cc1C)C)/C=N/c1ccc(cc1C)C,-5.4699998,4.8718,293.406,C N ( / C = N / c 1 c c c ( c c 1 C ) C ) / C = N / c 1 c c c ( c c 1 C ) C
1154,C3160,GQNDSZHIIJWNTO-UHFFFAOYSA-N,COc1c(OC)ccc2c1CC[NH+](C2CCc1ccc(cc1)Cl)C.[Cl-],-4.912186855,1.6751,382.324,C O c 1 c ( O C ) c c c 2 c 1 C C [NH+] ( C 2 C C c 1 c c c ( c c 1 ) Cl ) C . [Cl-]
1155,C9160,VHJLVAABSRFDPM-IMJSIDKUSA-N,SC[C@@H]([C@H](CS)O)O,0.08131029599999999,-0.4322,154.251,S C [C@@H] ( [C@H] ( C S ) O ) O
1156,C943,BZKPWHYZMXOIDC-UHFFFAOYSA-N,CC(=O)Nc1nnc(s1)S(=O)(=O)N,-2.3599999,0.998,222.245,C C ( = O ) N c 1 n n c ( s 1 ) S ( = O ) ( = O ) N
1157,C7545,XSSPZLNOIOIIGS-UHFFFAOYSA-M,C[N+]1(CCCC1)CCN1CC2CCCC(C1)C2.[I-],-1.710830818,-0.7505000000000001,364.309,C [N+] 1 ( C C C C 1 ) C C N 1 C C 2 C C C C ( C 1 ) C 2 . [I-]
1158,C9742,SNPLKNRPJHDVJA-UHFFFAOYSA-N,OCCCNC(=O)C(C(CO)(C)C)O,0.6877083709999999,-0.7447,205.25099999999998,O C C C N C ( = O ) C ( C ( C O ) ( C ) C ) O
1159,C1450,QCDWFXQBSFUVSP-UHFFFAOYSA-N,OCCOc1ccccc1,-0.70999998,1.0577,138.164,O C C O c 1 c c c c c 1
1160,C7286,AUODDLQVRAJAJM-XJQDNNTCSA-N,CCC[C@H]1CN([C@@H](C1)C(=O)N[C@@H]([C@H]1O[C@H](SC)[C@@H]([C@H]([C@H]1O)O)O)[C@@H](Cl)C)C.Cl,-1.899938165,1.5203,461.444,C C C [C@H] 1 C N ( [C@@H] ( C 1 ) C ( = O ) N [C@@H] ( [C@H] 1 O [C@H] ( S C ) [C@@H] ( [C@H] ( [C@H] 1 O ) O ) O ) [C@@H] ( Cl ) C ) C . Cl
1161,C2606,LMYNSXURIAOYIR-UHFFFAOYSA-N,c1ccc2c(c1)CCC1N2CCN(C1)CCc1cccc2c1cccc2.Cl,-5.6522325879999995,5.3242,378.93800000000016,c 1 c c c 2 c ( c 1 ) C C C 1 N 2 C C N ( C 1 ) C C c 1 c c c c 2 c 1 c c c c 2 . Cl
1162,C9831,IDVSELVVGYIOEX-UHFFFAOYSA-M,C=C[N+](C)(C)C.[Br-],0.779729736,-2.1599,166.05900000000003,C = C [N+] ( C ) ( C ) C . [Br-]
1163,C3397,OSBIEFWIIINTNJ-UHFFFAOYSA-N,S=C=Nc1ccc(c(c1)Cl)Cl,-4.633996545,3.7277,204.076,S = C = N c 1 c c c ( c ( c 1 ) Cl ) Cl
1164,C9444,VXVJDURWORQZFX-UHFFFAOYSA-L,CC[N+](CCSSCC[N+](CC)(C)C)(C)C.[Br-].[Br-],0.370270405,-3.4316,426.31800000000004,C C [N+] ( C C S S C C [N+] ( C C ) ( C ) C ) ( C ) C . [Br-] . [Br-]
1165,C5327,PQZNQMUIWLNPBP-UHFFFAOYSA-N,CC[NH+](C1=Nc2ccccc2c2c(N1)cccc2)CC.[Cl-],-3.147306663,-0.7311000000000001,301.814,C C [NH+] ( C 1 = N c 2 c c c c c 2 c 2 c ( N 1 ) c c c c 2 ) C C . [Cl-]
1166,C9673,JEUHEOPRPYQCHO-UHFFFAOYSA-M,N#CCCNCCSP(=O)(O)[O-].[Na+],0.634193899,1.14468,232.173,N # C C C N C C S P ( = O ) ( O ) [O-] . [Na+]
1167,C5476,JYGXADMDTFJGBT-VWUMJDOOSA-N,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-3.054117297,1.7816,362.46,O C C ( = O ) [C@@] 1 ( O ) C C [C@@H] 2 [C@] 1 ( C ) C [C@H] ( O ) [C@H] 1 [C@H] 2 C C C 2 = C C ( = O ) C C [C@] 12 C
1168,C7151,BGLFTGXQVFYEME-UHFFFAOYSA-L,CC[N+](CCCC[N+]1(C)Cc2c(C1)c(Cl)c(c(c2Cl)Cl)Cl)(CC)C.[I-].[I-],-1.997436432,-0.006200000000000001,668.049,C C [N+] ( C C C C [N+] 1 ( C ) C c 2 c ( C 1 ) c ( Cl ) c ( c ( c 2 Cl ) Cl ) Cl ) ( C C ) C . [I-] . [I-]
1169,C3751,NOPNPWGOSOEBRI-YEUQMBKVSA-N,COc1cc(/C=C/C(CCN2CCN(CC2)c2ccccc2F)O)cc(c1OC)OC.Cl.Cl,-4.288644504,5.0448,503.434,C O c 1 c c ( / C = C / C ( C C N 2 C C N ( C C 2 ) c 2 c c c c c 2 F ) O ) c c ( c 1 O C ) O C . Cl . Cl
1170,C856,WFJIVOKAWHGMBH-UHFFFAOYSA-N,CCCCCCc1ccc(cc1O)O,-2.5899999,3.2206,194.27,C C C C C C c 1 c c c ( c c 1 O ) O
1171,C5340,DDMYBPQSJMNVFE-UHFFFAOYSA-N,CCCCOc1cc(C=CC(=O)NO)ccc1OC,-3.140450738,2.7836,265.305,C C C C O c 1 c c ( C = C C ( = O ) N O ) c c c 1 O C
1172,C9921,ZNNZYHKDIALBAK-UHFFFAOYSA-M,[S-]C#N.[K+],1.012440968,0.01438,97.1807,[S-] C # N . [K+]
1173,C6159,HSJUJKKYLDNMMW-UHFFFAOYSA-N,N/C(=N\CCc1c[nH]c2c1cccc2)/CSS(=O)(=O)O,-2.618138197,3.3847,313.39599999999996,N / C ( = N \ C C c 1 c [nH] c 2 c 1 c c c c 2 ) / C S S ( = O ) ( = O ) O
1174,C989,YZMCKZRAOLZXAZ-UHFFFAOYSA-N,Nc1ccc(cc1)S(=O)(=O)Nc1cc(C)nc(n1)C,-2.24,3.2114,278.33,N c 1 c c c ( c c 1 ) S ( = O ) ( = O ) N c 1 c c ( C ) n c ( n 1 ) C
1175,C9417,DZLNHFMRPBPULJ-GSVOUGTGSA-N,OC(=O)[C@H]1CSCN1,0.354176435,0.0623,133.16899999999998,O C ( = O ) [C@H] 1 C S C N 1
1176,C125,VGVIKVCCUATMNG-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1ccccc1)Cl,-6.27,5.3138,257.543,Cl c 1 c c ( Cl ) c ( c c 1 c 1 c c c c c 1 ) Cl
1177,C56,CXKIGWXPPVZSQK-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1c(Cl)ccc(c1Cl)Cl,-7.429999799999999,6.6206,326.433,Cl c 1 c c c ( c ( c 1 ) Cl ) c 1 c ( Cl ) c c c ( c 1 Cl ) Cl
1178,C7521,CHXQMYIAXRURDN-UHFFFAOYSA-N,NNC(Cc1cc(OC)c(c(c1)OC)OC)C,-1.7246609730000002,2.1979,240.299,N N C ( C c 1 c c ( O C ) c ( c ( c 1 ) O C ) O C ) C
1179,C6833,XAMZAUGUBOIFKY-UHFFFAOYSA-N,CN(c1c(=O)[nH]c(=O)n(c1C)c1ccccc1)C,-2.185274347,0.9002,245.27700000000002,C N ( c 1 c ( = O ) [nH] c ( = O ) n ( c 1 C ) c 1 c c c c c 1 ) C
1180,C817,LMJSLTNSBFUCMU-QMMMGPOBSA-N,ClC([C@H]1Nc2cc(Cl)c(cc2S(=O)(=O)N1)S(=O)(=O)N)Cl,-2.6800001,4.1497,380.656,Cl C ( [C@H] 1 N c 2 c c ( Cl ) c ( c c 2 S ( = O ) ( = O ) N 1 ) S ( = O ) ( = O ) N ) Cl
1181,C3811,CKQISVVSBPQHHP-UHFFFAOYSA-N,Cc1cc(OCCCCCNCCSS(=O)(=O)O)nc2c1cccc2Cl,-4.240146178,5.343,418.959,C c 1 c c ( O C C C C C N C C S S ( = O ) ( = O ) O ) n c 2 c 1 c c c c 2 Cl
1182,C7490,GBYNWLIJDNPFRH-UHFFFAOYSA-N,Nc1ccc(cc1)C(=O)Nc1ccccn1,-1.743407965,2.5703,213.235,N c 1 c c c ( c c 1 ) C ( = O ) N c 1 c c c c n 1
1183,C1571,MSXVEPNJUHWQHW-UHFFFAOYSA-N,CCC(O)(C)C,0.079999998,1.1673,88.1482,C C C ( O ) ( C ) C
1184,C7908,UWZDUHTYIUMENV-UHFFFAOYSA-N,OCC(COc1ccc(cc1)OC)O,-1.450187765,0.4272,198.21599999999998,O C C ( C O c 1 c c c ( c c 1 ) O C ) O
1185,C8422,GPDXFYPVHRESMA-UHFFFAOYSA-N,Oc1cc(C(=O)O)c(cc1O)O,-0.9589137679999999,0.5016,170.12,O c 1 c c ( C ( = O ) O ) c ( c c 1 O ) O
1186,C8543,JBWSEIGJTHGZRV-UHFFFAOYSA-N,O=C1Cc2ccccc2S(=O)(=O)N1,-0.85876186,1.4572,197.21099999999998,O = C 1 C c 2 c c c c c 2 S ( = O ) ( = O ) N 1
1187,C6629,KRNDIPHOJLIHRI-UHFFFAOYSA-N,N#Cc1cc(nnc1NCCN1CCOCC1)c1ccccc1,-2.32732102,1.7702799999999999,309.366,N # C c 1 c c ( n n c 1 N C C N 1 C C O C C 1 ) c 1 c c c c c 1
1188,C3130,ZQHYKVKNPWDQSL-UHFFFAOYSA-N,Oc1ccc2c(c1)C1(C)CCN(C(C2)C1C)CCc1ccccc1,-4.942347946,4.0969999999999995,321.45599999999996,O c 1 c c c 2 c ( c 1 ) C 1 ( C ) C C N ( C ( C 2 ) C 1 C ) C C c 1 c c c c c 1
1189,C7015,XGPFPXALZVOKRI-UHFFFAOYSA-N,S=C1NC(C(=O)N1c1ccccc1)C,-2.08142522,1.69,206.264,S = C 1 N C ( C ( = O ) N 1 c 1 c c c c c 1 ) C
1190,C887,YAPQBXQYLJRXSA-UHFFFAOYSA-N,Cn1cnc2c1c(=O)[nH]c(=O)n2C,-2.52,-1.0397,180.16400000000002,C n 1 c n c 2 c 1 c ( = O ) [nH] c ( = O ) n 2 C
1191,C7938,CVSUAFOWIXUYQA-UHFFFAOYSA-M,ClC1=C/C(=N/c2ccc(cc2)[O-])/C=C(C1=O)Cl.[Na+],-1.4274810340000001,3.7310000000000003,290.077,Cl C 1 = C / C ( = N / c 2 c c c ( c c 2 ) [O-] ) / C = C ( C 1 = O ) Cl . [Na+]
1192,C3974,YMXKFPLDZGQMDA-UHFFFAOYSA-N,OCC(C(=O)N1CC2CCC(C1)N2C)(c1ccccc1)C1CCCCC1,-4.122319448,2.6778,356.50199999999984,O C C ( C ( = O ) N 1 C C 2 C C C ( C 1 ) N 2 C ) ( c 1 c c c c c 1 ) C 1 C C C C C 1
1193,C1998,LNMLHGDTVHDNQV-UHFFFAOYSA-N,[NH2+](CC1CCCCC1)CC1CC2CCC1CC2C[NH2+]CC1CCCCC1.[Cl-].[Cl-],-7.171652322000001,-2.6658,433.541,[NH2+] ( C C 1 C C C C C 1 ) C C 1 C C 2 C C C 1 C C 2 C [NH2+] C C 1 C C C C C 1 . [Cl-] . [Cl-]
1194,C3244,YORNKOJOAYSWBP-UHFFFAOYSA-N,CC(NC(CC12CC3CC(C1)CC(C2Cl)C3)C)C.Cl,-4.813147357,5.3896,306.314,C C ( N C ( C C 12 C C 3 C C ( C 1 ) C C ( C 2 Cl ) C 3 ) C ) C . Cl
